"20/08/2023, 9:07 pm - Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more."
"28/08/2023, 8:36 pm - Ansh B. C. A: Aakhi rat jaagvu padseee"
"28/08/2023, 8:36 pm - Jatin: Samarth nu nahi name"
"28/08/2023, 8:36 pm - Ansh B. C. A: Jatin?"
"28/08/2023, 8:36 pm - Ansh B. C. A: Tare"
"28/08/2023, 8:36 pm - Jatin: Nathi"
"28/08/2023, 8:37 pm - Rishabh: Samarth pass cha"
"28/08/2023, 8:37 pm - Jatin: Ha"
"28/08/2023, 8:38 pm - Rishabh: Bhai AI vala badha pass cha"
"28/08/2023, 8:39 pm - Jatin: Kaithi vishwam and Abhishek fail che"
"28/08/2023, 8:39 pm - Rishabh: Naa laaa"
"28/08/2023, 8:40 pm - Jatin: Ala name che e lokonu jo"
"28/08/2023, 8:40 pm - Rishabh: Haa"
"28/08/2023, 8:40 pm - Vishwam Dave: AI ma ketlavo ne fail karyo che"
"28/08/2023, 8:40 pm - Rishabh: Nich cha AI vala nu"
"28/08/2023, 8:41 pm - Vishwam Dave: 95 fail thya che AI ma"
"28/08/2023, 8:41 pm - Jatin: Nice 🤣"
"28/08/2023, 8:42 pm - Rishabh: Abhishek kai thi fail thay"
"28/08/2023, 8:42 pm - Jatin: Enu name che pan list ma"
"28/08/2023, 8:42 pm - Vishwam Dave: Ala emu pan che list ma"
"28/08/2023, 8:42 pm - Rishabh: Imp mokal na Jatin"
"28/08/2023, 8:43 pm - Jatin: 🤣me kyathi moklu"
"28/08/2023, 8:43 pm - Rishabh: Tana ja lag tha hoye ta mokal"
"28/08/2023, 8:43 pm - Jatin: Mara jode Khali pdf j che sem 3 vadi"
"28/08/2023, 8:43 pm - Vishwam Dave: Mokal"
"28/08/2023, 8:44 pm - Jatin: Have mara ma pachi pdf vachi ne topic jovani strength nathi🤣"
"28/08/2023, 8:44 pm - Rishabh: Mara joda pan cha a vali"
"28/08/2023, 8:44 pm - Rishabh: Bhai mokal kala cha a"
"28/08/2023, 8:45 pm - Ansh B. C. A: Kon kon gyu"
"28/08/2023, 8:45 pm - Ansh B. C. A: 🥱"
"28/08/2023, 8:48 pm - Jatin: <Media omitted>"
"28/08/2023, 8:48 pm - Jatin: Aama thi kari jo je"
"28/08/2023, 8:48 pm - Ansh B. C. A: Ala aato code che"
"28/08/2023, 8:48 pm - Ansh B. C. A: Code etla bafha thodi aave la"
"28/08/2023, 8:49 pm - Jatin: Ha to mid ma Kai theory puchi ti. Code to puchya ta"
"28/08/2023, 9:06 pm - Ansh B. C. A: Ok"
"29/08/2023, 12:06 am - Jatin: *Important Questions*"
""
"⭕ Run time polymorphism and compile time polymorphism - program"
"⭕ Static keyword - program"
"⭕ Final keyword - program"
"⭕ Interface - program"
"⭕ Bubble sort - program"
"⭕ Difference between method and constructor"
"⭕ OOPs concepts"
"⭕ Inheritance"
""
"The question paper is very simple . Please learn and attend the exam."
"31/08/2023, 8:53 pm - Rishabh: Kala kon kon javanu cha college"
"31/08/2023, 9:02 pm - Ansh B. C. A: Nakooo re baaba"
"31/08/2023, 9:02 pm - Ansh B. C. A: Monday aana😂"
"31/08/2023, 9:04 pm - Vishwam Dave: Me toh jaane waala hu"
"31/08/2023, 9:11 pm - Rishabh: abhishek is also not coming"
"31/08/2023, 9:11 pm - Rishabh: so what about jatin"
"31/08/2023, 9:12 pm - Rishabh: @918200252850"
"31/08/2023, 9:12 pm - Ansh B. C. A: Ala naa jaa kale badha gaad marse tari"
"31/08/2023, 9:12 pm - Ansh B. C. A: null"
"31/08/2023, 9:12 pm - Rishabh: kem"
"31/08/2023, 9:22 pm - Vishal(B C. A): Hu toh jais"
"31/08/2023, 10:01 pm - Jatin: Kem"
"31/08/2023, 10:02 pm - Jatin: Me vicharu chu jau ke nahi"
"31/08/2023, 10:04 pm - Ansh B. C. A: Na ja la ky maja nahi"
"31/08/2023, 10:44 pm - Jatin: Tu jais rishabh?"
"31/08/2023, 10:47 pm - Vishal(B C. A): <Media omitted>"
"31/08/2023, 10:55 pm - Rishabh: @918200252850 tu javano hoy to hu aav"
"31/08/2023, 10:56 pm - Rishabh: Merge karva na cha ?"
"31/08/2023, 11:08 pm - Rishabh: Javano cha ka nahi ?"
"31/08/2023, 11:08 pm - Rishabh: @918200252850"
"31/08/2023, 11:09 pm - Rishabh: Mari to ichha nathi"
"31/08/2023, 11:22 pm - Jatin: Nahi jau"
"31/08/2023, 11:23 pm - Rishabh: Ok"
"31/08/2023, 11:23 pm - Ansh B. C. A: Hm"
"31/08/2023, 11:23 pm - Ansh B. C. A: Monday maliye 🙌"
"31/08/2023, 11:23 pm - Ansh B. C. A: 😂🙏"
"31/08/2023, 11:23 pm - Rishabh: Haa"
"31/08/2023, 11:23 pm - Rishabh: @919867885107 kala na jato"
"31/08/2023, 11:28 pm - Vishwam Dave: Ok"
"05/09/2023, 10:30 am - Vishal(B C. A): Lode lagg gaye bhai 😭"
"05/09/2023, 10:31 am - Rishabh: Kya hu vaa"
"05/09/2023, 10:31 am - Vishwam Dave: Kyu kya hua?"
"05/09/2023, 10:31 am - Vishal(B C. A): Are yaar woh nptel kaa haina"
"05/09/2023, 10:31 am - Vishal(B C. A): Jo bhi scene"
"05/09/2023, 10:31 am - Vishal(B C. A): Waha website PE mai course dekhne gaya"
"05/09/2023, 10:32 am - Vishal(B C. A): Waha refund kaa option dekha toh socha karwa leta hu"
"Toh refund kaa process ho gaya lekin course chala gaya"
"05/09/2023, 10:32 am - Vishal(B C. A): 😂"
"05/09/2023, 10:32 am - Vishal(B C. A): 😭"
"05/09/2023, 10:32 am - Vishal(B C. A): ."
"05/09/2023, 10:34 am - Vishal(B C. A): Ab kya karu ?"
"05/09/2023, 10:35 am - Rishabh: Koi na lodu"
"05/09/2023, 10:39 am - Vishal(B C. A): @918200252850 Tera kya kehna hai"
"05/09/2023, 10:41 am - Rishabh: Mana to pay kar ka liya hi nahi ha"
"05/09/2023, 10:41 am - Vishal(B C. A): Matlab tumne pay kar diya"
"05/09/2023, 10:41 am - Vishal(B C. A): Yaa nahi Kiya?"
"05/09/2023, 10:41 am - Jatin: <Media omitted>"
"05/09/2023, 10:42 am - Vishal(B C. A): Aree seriously bol kya karu ? Kya lagta hai?"
"05/09/2023, 10:42 am - Rishabh: Nahi liya"
"05/09/2023, 10:42 am - Vishal(B C. A): Sahi mujhe website ne bola ki 15 din Mai wapas aa jaaega"
"05/09/2023, 10:42 am - Vishal(B C. A): Paisa"
"05/09/2023, 10:44 am - Rishabh: <Media omitted>"
"05/09/2023, 10:44 am - Vishal(B C. A): Bohot 😜"
"06/09/2023, 5:52 pm - Rishabh: <Media omitted>"
"06/09/2023, 6:05 pm - Abhishek Sharma: Aa kyare viral thyu laa"
"06/09/2023, 6:06 pm - Ansh B. C. A: Hav😂😂"
"06/09/2023, 6:06 pm - Abhishek Sharma: Ave vishwam famous thyi jse"
"06/09/2023, 6:52 pm - Jatin: Ala vishwam rachna jode na sapna Juve che"
"06/09/2023, 6:52 pm - Vishwam Dave: Ala koi sapna nai jote. Suvani try karu chu"
"07/09/2023, 10:17 pm - Vishwam Dave: Hi. Kale kon kon javanu che?"
"07/09/2023, 10:22 pm - Vishal(B C. A): Aree kaale toh maari shaadi che"
"07/09/2023, 10:22 pm - Vishal(B C. A): Tame loko invited cho most welcome"
"07/09/2023, 10:48 pm - Ansh B. C. A: Nakooo re baba"
"07/09/2023, 10:48 pm - Ansh B. C. A: Monday maliye🙌😂"
"08/09/2023, 12:32 am - Rishabh: @919023693309 @918200252850 java na cho kala"
"08/09/2023, 12:36 am - Rishabh: <Media omitted>"
"08/09/2023, 12:37 am - Jatin: @919104653709 aais kale?"
"08/09/2023, 12:37 am - Rishabh: This message was deleted"
"08/09/2023, 12:40 am - Rishabh: This message was deleted"
"17/09/2023, 4:04 pm - Jatin: Ala shu match che🤣"
"17/09/2023, 4:05 pm - Vishwam Dave: Ha la su che a"
"17/09/2023, 4:06 pm - Vishwam Dave: 5th wicket"
"17/09/2023, 4:07 pm - Jatin: Abe majak chal raha hai kya"
"17/09/2023, 4:08 pm - Vishwam Dave: 12 on 5"
"17/09/2023, 4:08 pm - Vishwam Dave: Kya baat hai"
"17/09/2023, 4:08 pm - Vishwam Dave: Siraj ne liye 4 wickets 1 over me"
"17/09/2023, 4:16 pm - Jatin: Wtf 6 wickets"
"17/09/2023, 4:17 pm - Vishwam Dave: Siraj ni 5 wicket haul"
"17/09/2023, 4:17 pm - Rishabh: This message was deleted"
"17/09/2023, 4:18 pm - Jatin: Ala match fix to nathi ne🤣"
"17/09/2023, 4:18 pm - Vishwam Dave: Na la na hoi"
"17/09/2023, 4:18 pm - Vishwam Dave: Bowling saari kari che <This message was edited>"
"17/09/2023, 5:13 pm - Vishwam Dave: Ala 50 par all out"
"17/09/2023, 5:16 pm - Abhishek Sharma: This is called pure pace bowling attack 🔥🔥"
"17/09/2023, 5:18 pm - Vishal(B C. A): <Media omitted>"
"17/09/2023, 5:18 pm - Jatin: Abe oe"
"17/09/2023, 5:18 pm - Jatin: Fix nathi Kai aa"
"17/09/2023, 5:19 pm - Abhishek Sharma: Final match na fix hoy"
"17/09/2023, 5:19 pm - Vishal(B C. A): Haa ee jyaare ee loko ni Navi audi ane Mercedes aave tyaare joje"
"17/09/2023, 5:19 pm - Jatin: Tari gaand"
"17/09/2023, 5:19 pm - Abhishek Sharma: Ye loko ni batting to jo"
"17/09/2023, 5:20 pm - Jatin: E to kau chu me ke fix nathi <This message was edited>"
"17/09/2023, 5:20 pm - Abhishek Sharma: Aapde bowling etli sari kri che"
"Atle lage che fix"
"17/09/2023, 5:21 pm - Jatin: Mne to lagyu ke bowler and keeper pass pass rame che🤣"
"17/09/2023, 5:21 pm - Abhishek Sharma: Ejj😁"
"17/09/2023, 5:25 pm - Vishwam Dave: Ha"
"20/09/2023, 9:42 pm - Jatin: I will not coming tomorrow guys"
"20/09/2023, 9:52 pm - Rishabh: Me too"
"21/09/2023, 2:03 pm - Vishal(B C. A): I am hota hai chutiye"
"21/09/2023, 2:04 pm - Jatin: teri gaand"
"21/09/2023, 2:04 pm - Jatin: translate karle"
"21/09/2023, 2:04 pm - Rishabh: Lodu will haa"
"21/09/2023, 2:05 pm - Rishabh: am=will"
"21/09/2023, 2:05 pm - Vishal(B C. A): Lavde translation kaa error nahi grammar ka error hai"
"21/09/2023, 2:05 pm - Rishabh: Tara bosdha"
"21/09/2023, 2:05 pm - Vishal(B C. A): Haa toh will ke saath use come likhna thaa coming nahi"
"21/09/2023, 2:05 pm - Vishal(B C. A): Ing hamesha chaalu vartmaan ke chaalu bhootkaad maa aave"
"21/09/2023, 2:06 pm - Rishabh: Ha"
"21/09/2023, 2:06 pm - Jatin: Lavde will future ke liye use hota he na"
"21/09/2023, 2:06 pm - Vishal(B C. A): Haa pn will+ ing naa aave"
"Will+ v1"
"21/09/2023, 2:06 pm - Vishal(B C. A): Hoyy"
"21/09/2023, 2:06 pm - Rishabh: Tu samj gaya na"
"21/09/2023, 2:06 pm - Vishal(B C. A): Aree yeh toh aise hi time pass"
"21/09/2023, 2:06 pm - Vishal(B C. A): 😁"
"21/09/2023, 2:06 pm - Rishabh: Aba saal la"
"21/09/2023, 2:06 pm - Vishal(B C. A): Kya pata kal yeh apni bandi ke saamne galat English bole aur image kharab ho"
"21/09/2023, 2:07 pm - Jatin: <Media omitted>"
"21/09/2023, 2:07 pm - Rishabh: <Media omitted>"
"21/09/2023, 2:07 pm - Vishal(B C. A): <Media omitted>"
"21/09/2023, 2:07 pm - Jatin: English se image judge nahi hoti"
"21/09/2023, 2:07 pm - Vishal(B C. A): Aree Delhi side ni ke Bombay ni hse toh karse"
"21/09/2023, 2:08 pm - Jatin: <Media omitted>"
"21/09/2023, 2:08 pm - Rishabh: <Media omitted>"
"21/09/2023, 2:08 pm - Vishal(B C. A): Kher koi gayu tu tamara bey maathi"
"21/09/2023, 2:08 pm - Vishal(B C. A): Aaje?"
"21/09/2023, 2:09 pm - Vishal(B C. A): Hu toh uthyo j hamna 2 waage"
"21/09/2023, 2:09 pm - Vishal(B C. A): 😂😂😂"
"21/09/2023, 2:09 pm - Vishwam Dave started a video call"
"21/09/2023, 2:11 pm - Vishal(B C. A): Kya hua video call???"
"21/09/2023, 2:12 pm - Vishwam Dave: Aisa hi. Baithe the me aur Abhishek toh karliya"
"21/09/2023, 2:12 pm - Vishwam Dave: Bore ho rahe the"
"21/09/2023, 2:15 pm - Vishal(B C. A): 👍🏻"
"25/09/2023, 4:32 pm - Ansh B. C. A: koi pase D.s ni lab manual padi che"
"25/09/2023, 4:32 pm - Ansh B. C. A: hoi to plz send"
"25/09/2023, 4:37 pm - Vishal(B C. A): Check karvana che?"
"25/09/2023, 4:38 pm - Ansh B. C. A: be bhai hai? to bhej na"
"25/09/2023, 4:38 pm - Ansh B. C. A: no faaltu question"
"25/09/2023, 4:38 pm - Abhishek Sharma: 2 min moklu"
"25/09/2023, 4:38 pm - Ansh B. C. A: mokal mokal"
"25/09/2023, 4:39 pm - Abhishek Sharma: <Media omitted>"
"25/09/2023, 4:40 pm - Ansh B. C. A: bc aatla motta"
"25/09/2023, 4:41 pm - Ansh B. C. A: 15 e 15 lakhvana che?"
"25/09/2023, 4:41 pm - Abhishek Sharma: Haa"
"25/09/2023, 4:41 pm - Ansh B. C. A: bc"
"25/09/2023, 4:41 pm - Ansh B. C. A: ane assignment che?"
"25/09/2023, 4:41 pm - Abhishek Sharma: Naa"
"25/09/2023, 4:41 pm - Ansh B. C. A: ok"
"25/09/2023, 4:41 pm - Abhishek Sharma: Ye nhi aapyu"
"25/09/2023, 4:41 pm - Ansh B. C. A: tare journal book lakhai gy D.s ma"
"25/09/2023, 4:42 pm - Abhishek Sharma: Haa"
"25/09/2023, 4:42 pm - Ansh B. C. A: 15 aakha"
"25/09/2023, 4:42 pm - Abhishek Sharma: 10 journal ma"
"Ane 5 biji note ma"
"25/09/2023, 4:42 pm - Ansh B. C. A: wa bc karnu lakhi mariyu la?"
"25/09/2023, 4:42 pm - Ansh B. C. A: km em kariyu?"
"25/09/2023, 4:43 pm - Abhishek Sharma: Bhrayi gyi journal"
"25/09/2023, 4:43 pm - Ansh B. C. A: brbr"
"25/09/2023, 4:43 pm - Vishal(B C. A): Syllabus bhej DSA kaa"
"25/09/2023, 4:44 pm - Abhishek Sharma: Bhai vo nhi hai mere pas"
"25/09/2023, 4:44 pm - Abhishek Sharma: Jatin se le le"
"25/09/2023, 4:47 pm - Ansh B. C. A: ala bhai 1k photo mokl ne"
"25/09/2023, 4:47 pm - Ansh B. C. A: dekhvu che te km nu lakhiyu che e"
"25/09/2023, 4:48 pm - Ansh B. C. A: and out put ky che aa pdf ma ?"
"25/09/2023, 4:49 pm - Abhishek Sharma: Algorithm lakhvana che"
"25/09/2023, 4:49 pm - Ansh B. C. A: km na?"
"25/09/2023, 4:49 pm - Abhishek Sharma: Ds nu algorithm"
"25/09/2023, 4:50 pm - Abhishek Sharma: Sir ye kidhu che to lakh"
"25/09/2023, 4:50 pm - Abhishek Sharma: Nhi to chalse"
"25/09/2023, 4:50 pm - Ansh B. C. A: etle to kav chu photo mokl to mane khbr padeee"
"25/09/2023, 4:51 pm - Abhishek Sharma: Mari ds ni journal ek frnd lyi gyo che"
"25/09/2023, 4:52 pm - Abhishek Sharma: Ema su che pehla question lakhi de"
"25/09/2023, 4:52 pm - Abhishek Sharma: Pachi algorithm"
"25/09/2023, 4:52 pm - Abhishek Sharma: Output pachi lakhi deje"
"25/09/2023, 4:52 pm - Ansh B. C. A: ok"
"28/09/2023, 1:19 pm - Abhishek Sharma: Koy ni pase java ni program list che"
"28/09/2023, 1:19 pm - Abhishek Sharma: Or lab manuals"
"28/09/2023, 1:28 pm - Rishabh: This message was deleted"
"28/09/2023, 1:28 pm - Rishabh: No bro"
"28/09/2023, 1:41 pm - Ansh B. C. A: <Media omitted>"
"28/09/2023, 1:41 pm - Ansh B. C. A: <Media omitted>"
"28/09/2023, 1:42 pm - Ansh B. C. A: Mara group ma aaveli"
"28/09/2023, 1:42 pm - Ansh B. C. A: Etle mokli joi leje"
"30/09/2023, 9:46 am - Jatin: Happy Birthday Abhishek 🎉"
"30/09/2023, 9:47 am - Abhishek Sharma: Thanks broo.."
"30/09/2023, 9:47 am - Rishabh: Happy birthday @919023693309"
"30/09/2023, 9:47 am - Vishwam Dave: Happy birthday abhishek 🎂🎂🎉🎉"
"30/09/2023, 9:48 am - Abhishek Sharma: Thanks broo.."
"30/09/2023, 9:48 am - Abhishek Sharma: Thanks brooo.."
"30/09/2023, 9:50 am - Vishal(B C. A): Aree happy birthday Abhishek Bhai"
"30/09/2023, 9:51 am - Abhishek Sharma: Thanks vishal."
"30/09/2023, 10:11 am - Ansh B. C. A: Happy birthday Abhishek 🥳"
"30/09/2023, 10:11 am - Abhishek Sharma: Thanks broo.."
"03/10/2023, 8:40 pm - Jatin: Kale kon javanu che?"
"03/10/2023, 8:42 pm - Ansh B. C. A: Javu j padse attendance nahi bc"
"03/10/2023, 8:49 pm - Jatin: Hm"
"03/10/2023, 8:49 pm - Vishal(B C. A): Us bhai us"
"03/10/2023, 8:49 pm - Jatin: Abe lode Teri proxy lagata hu me"
"03/10/2023, 8:49 pm - Jatin: Sale"
"03/10/2023, 8:50 pm - Vishal(B C. A): Aaj pata chala tu Sacha dost hai 😭"
"03/10/2023, 8:50 pm - Vishal(B C. A): Aadhi raat ko bhi kaam ho toh call kar dena"
"03/10/2023, 8:50 pm - Vishal(B C. A): Bss"
"03/10/2023, 8:50 pm - Jatin: Tuje hi aadhi raat ko kaam hota he muje nahi"
"03/10/2023, 8:51 pm - Jatin: 🌚"
"03/10/2023, 8:55 pm - Vishal(B C. A): 😁yeh sab baate private mai"
"03/10/2023, 8:57 pm - Jatin: <Media omitted>"
"03/10/2023, 9:03 pm - Rishabh: 🤣🤣🤣"
"03/10/2023, 9:03 pm - Rishabh: kala tu java no cha @918200252850"
"03/10/2023, 9:25 pm - Jatin: Khabar nahi"
"03/10/2023, 10:59 pm - Rishabh: Likha ga"
"03/10/2023, 11:00 pm - Rishabh: This message was deleted"
"03/10/2023, 11:00 pm - Rishabh: Tu batha na"
"03/10/2023, 11:23 pm - Jatin: Kale jais rishabh?"
"03/10/2023, 11:24 pm - Rishabh: Ha but Friday nahi aav"
"03/10/2023, 11:24 pm - Rishabh: Thursday and Friday raja"
"03/10/2023, 11:24 pm - Jatin: Java Thai gayu?"
"03/10/2023, 11:25 pm - Rishabh: Na ke."
"03/10/2023, 11:25 pm - Rishabh: Kem"
"03/10/2023, 11:25 pm - Rishabh: Taru"
"03/10/2023, 11:25 pm - Jatin: To pachi check karava pacho aavis?"
"03/10/2023, 11:25 pm - Rishabh: To Friday aais"
"03/10/2023, 11:25 pm - Rishabh: Kala raja"
"03/10/2023, 11:25 pm - Vishal(B C. A): Hmm"
"03/10/2023, 11:25 pm - Vishal(B C. A): Aav ne lund"
"03/10/2023, 11:26 pm - Rishabh: Nahi"
"03/10/2023, 11:26 pm - Vishal(B C. A): Paisa sukaam bhares"
"03/10/2023, 11:26 pm - Vishal(B C. A): Tu jatin"
"03/10/2023, 11:26 pm - Jatin: You deleted this message"
"03/10/2023, 11:26 pm - Vishal(B C. A): Aais loda em kene"
"03/10/2023, 11:26 pm - Rishabh: Kala nahi aava"
"03/10/2023, 11:26 pm - Rishabh: Direct Friday madya"
"03/10/2023, 11:27 pm - Vishal(B C. A): Loda taari bandi naa laga che?"
"03/10/2023, 11:27 pm - Rishabh: Kon ha vo"
"03/10/2023, 11:27 pm - Vishal(B C. A): Samarth"
"03/10/2023, 11:27 pm - Vishal(B C. A): 😁"
"03/10/2023, 11:27 pm - Rishabh: Mari thodi ha"
"03/10/2023, 11:28 pm - Rishabh: Vo to tari haa"
"03/10/2023, 11:30 pm - Vishal(B C. A): Partnership"
"03/10/2023, 11:32 pm - Vishal(B C. A): Jatin tu aaega"
"04/10/2023, 8:13 am - Vishal(B C. A): tum dono ki laga di bhadwo"
"04/10/2023, 8:13 am - Vishal(B C. A): attendance"
"04/10/2023, 10:53 am - Rishabh: Ara thankyou Bhai"
"04/10/2023, 10:54 am - Jatin: To fhir kal ki bhi laga dena"
"04/10/2023, 10:54 am - Vishal(B C. A): 👍🏻"
"04/10/2023, 10:54 am - Jatin: Aaj sare lecture me lagai?"
"04/10/2023, 10:55 am - Vishal(B C. A): Abhi jo lab hai os kaa"
"04/10/2023, 10:55 am - Vishal(B C. A): Usmai toh Mai khud nahi hu"
"04/10/2023, 10:55 am - Vishal(B C. A): Aur subah ke 2 thai usme lagai thi"
"04/10/2023, 10:55 am - Vishal(B C. A): Dopahar ke baad waale mai jaaunga"
"04/10/2023, 10:55 am - Vishal(B C. A): Waha laga dunga"
"04/10/2023, 10:55 am - Jatin: Kya karvaya"
"04/10/2023, 10:56 am - Jatin: Abe bolna sahi lode"
"04/10/2023, 10:56 am - Vishal(B C. A): Sahi mai kuch nahi hua"
"04/10/2023, 10:56 am - Vishal(B C. A): Randi naach ko chhod ke"
"04/10/2023, 10:56 am - Jatin: OS ka lab hoga?"
"04/10/2023, 10:57 am - Vishal(B C. A): Nahi abhi toh nahi"
"04/10/2023, 10:57 am - Jatin: Koi nhi lega OS ka lecture?"
"04/10/2023, 10:57 am - Vishal(B C. A): Pata nahi"
"04/10/2023, 10:57 am - Vishal(B C. A): Maine toh bunk kiya"
"04/10/2023, 10:57 am - Jatin: Kon kon aaya he?"
"04/10/2023, 10:57 am - Jatin: Kirtan aaya he?"
"04/10/2023, 10:57 am - Jatin: Ya fhir jishnu"
"04/10/2023, 10:58 am - Vishal(B C. A): 15 log"
"04/10/2023, 10:58 am - Vishal(B C. A): Ha"
